1, the_end, betterendforge:empty_aurora_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
1618, nether, betternether:upside_down_forest, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1619, nether, betternether:upside_down_forest, MONSTER, bygonenether:wex, 2, 3, 4
1620, nether, betternether:upside_down_forest, MONSTER, bygonenether:wraither, 5, 1, 2
1621, nether, betternether:upside_down_forest, CREATURE, quark:foxhound, 2, 1, 1
1622, nether, betternether:upside_down_forest, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1623, nether, betternether:upside_down_forest, CREATURE, infernalexp:blindsight, 10, 1, 1
1624, nether, betternether:upside_down_forest, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1625, nether, betternether:upside_down_forest, CREATURE, infernalexp:voline, 15, 2, 4
1626, nether, betternether:upside_down_forest, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1627, nether, betternether:upside_down_forest, AMBIENT, betternether:flying_pig, 15, 1, 1
1628, nether, betternether:upside_down_forest, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1629, nether, betternether:upside_down_forest, MONSTER, betternether:naga, 20, 2, 3
1630, nether, betternether:upside_down_forest, MONSTER, betternether:skull, 5, 1, 1
1631, nether, betternether:upside_down_forest, AMBIENT, betternether:firefly, 5, 1, 1
1632, nether, betternether:upside_down_forest, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1633, nether, betternether:upside_down_forest, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1634, nether, betternether:upside_down_forest, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1635, nether, betternether:upside_down_forest, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1636, nether, betternether:upside_down_forest, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1637, nether, betternether:upside_down_forest, MONSTER, quark:wraith, 5, 2, 2
1638, nether, betternether:upside_down_forest, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1639, nether, betternether:upside_down_forest, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1640, nether, betternether:old_swampland, MONSTER, minecraft:blaze, 10, 1, 3
1641, nether, betternether:old_swampland, MONSTER, minecraft:magma_cube, 10, 2, 3
1642, nether, betternether:old_swampland, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1643, nether, betternether:old_swampland, MONSTER, minecraft:piglin, 40, 3, 4
1644, nether, betternether:old_swampland, MONSTER, minecraft:ghast, 15, 1, 1
1645, nether, betternether:old_swampland, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1646, nether, betternether:old_swampland, MONSTER, minecraft:piglin_brute, 5, 1, 2
1647, nether, betternether:old_swampland, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1648, nether, betternether:old_swampland, MONSTER, bygonenether:corpor, 5, 2, 3
1649, nether, betternether:old_swampland, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1650, nether, betternether:old_swampland, MONSTER, bygonenether:wex, 2, 3, 4
1651, nether, betternether:old_swampland, MONSTER, bygonenether:wraither, 5, 1, 2
1652, nether, betternether:old_swampland, CREATURE, quark:foxhound, 2, 1, 1
1653, nether, betternether:old_swampland, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1654, nether, betternether:old_swampland, CREATURE, infernalexp:blindsight, 10, 1, 1
1655, nether, betternether:old_swampland, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1656, nether, betternether:old_swampland, CREATURE, infernalexp:voline, 15, 2, 4
1657, nether, betternether:old_swampland, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1658, nether, betternether:old_swampland, AMBIENT, betternether:flying_pig, 15, 1, 1
1659, nether, betternether:old_swampland, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1660, nether, betternether:old_swampland, MONSTER, betternether:naga, 20, 2, 3
1661, nether, betternether:old_swampland, MONSTER, betternether:skull, 5, 1, 1
1662, nether, betternether:old_swampland, AMBIENT, betternether:firefly, 5, 1, 1
1663, nether, betternether:old_swampland, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1664, nether, betternether:old_swampland, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1665, nether, betternether:old_swampland, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1666, nether, betternether:old_swampland, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1667, nether, betternether:old_swampland, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1668, nether, betternether:old_swampland, MONSTER, quark:wraith, 5, 2, 2
1669, nether, betternether:old_swampland, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1670, nether, betternether:old_swampland, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1671, nether, byg:warped_desert, MONSTER, minecraft:blaze, 10, 1, 3
1672, nether, byg:warped_desert, MONSTER, minecraft:magma_cube, 10, 2, 3
1673, nether, byg:warped_desert, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1674, nether, byg:warped_desert, MONSTER, minecraft:piglin, 40, 3, 4
1675, nether, byg:warped_desert, MONSTER, minecraft:ghast, 15, 1, 1
1676, nether, byg:warped_desert, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1677, nether, byg:warped_desert, MONSTER, minecraft:piglin_brute, 5, 1, 2
1678, nether, byg:warped_desert, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1679, nether, byg:warped_desert, MONSTER, bygonenether:corpor, 5, 2, 3
1680, nether, byg:warped_desert, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1681, nether, byg:warped_desert, MONSTER, bygonenether:wex, 2, 3, 4
1682, nether, byg:warped_desert, MONSTER, bygonenether:wraither, 5, 1, 2
1683, nether, byg:warped_desert, CREATURE, quark:foxhound, 2, 1, 1
1684, nether, byg:warped_desert, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1685, nether, byg:warped_desert, CREATURE, infernalexp:blindsight, 10, 1, 1
1686, nether, byg:warped_desert, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1687, nether, byg:warped_desert, CREATURE, infernalexp:voline, 15, 2, 4
1688, nether, byg:warped_desert, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1689, nether, byg:warped_desert, AMBIENT, betternether:flying_pig, 15, 1, 1
1690, nether, byg:warped_desert, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1691, nether, byg:warped_desert, MONSTER, betternether:naga, 20, 2, 3
1692, nether, byg:warped_desert, MONSTER, betternether:skull, 5, 1, 1
1693, nether, byg:warped_desert, AMBIENT, betternether:firefly, 5, 1, 1
1694, nether, byg:warped_desert, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1695, nether, byg:warped_desert, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1696, nether, byg:warped_desert, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1697, nether, byg:warped_desert, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1698, nether, byg:warped_desert, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1699, nether, byg:warped_desert, MONSTER, quark:wraith, 5, 2, 2
1700, nether, byg:warped_desert, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1701, nether, byg:warped_desert, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1702, nether, byg:sythian_torrids, MONSTER, minecraft:blaze, 10, 1, 3
1703, nether, byg:sythian_torrids, MONSTER, minecraft:magma_cube, 10, 2, 3
1704, nether, byg:sythian_torrids, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1705, nether, byg:sythian_torrids, MONSTER, minecraft:piglin, 40, 3, 4
1706, nether, byg:sythian_torrids, MONSTER, minecraft:ghast, 15, 1, 1
1707, nether, byg:sythian_torrids, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1708, nether, byg:sythian_torrids, MONSTER, minecraft:piglin_brute, 5, 1, 2
1709, nether, byg:sythian_torrids, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1710, nether, byg:sythian_torrids, MONSTER, bygonenether:corpor, 5, 2, 3
1711, nether, byg:sythian_torrids, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1712, nether, byg:sythian_torrids, MONSTER, bygonenether:wex, 2, 3, 4
1713, nether, byg:sythian_torrids, MONSTER, bygonenether:wraither, 5, 1, 2
1714, nether, byg:sythian_torrids, CREATURE, quark:foxhound, 2, 1, 1
1715, nether, byg:sythian_torrids, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1716, nether, byg:sythian_torrids, CREATURE, infernalexp:blindsight, 10, 1, 1
1717, nether, byg:sythian_torrids, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1718, nether, byg:sythian_torrids, CREATURE, infernalexp:voline, 15, 2, 4
1719, nether, byg:sythian_torrids, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1720, nether, byg:sythian_torrids, AMBIENT, betternether:flying_pig, 15, 1, 1
1721, nether, byg:sythian_torrids, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1722, nether, byg:sythian_torrids, MONSTER, betternether:naga, 20, 2, 3
1723, nether, byg:sythian_torrids, MONSTER, betternether:skull, 5, 1, 1
1724, nether, byg:sythian_torrids, AMBIENT, betternether:firefly, 5, 1, 1
1725, nether, byg:sythian_torrids, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1726, nether, byg:sythian_torrids, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1727, nether, byg:sythian_torrids, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1728, nether, byg:sythian_torrids, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1729, nether, byg:sythian_torrids, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1730, nether, byg:sythian_torrids, MONSTER, quark:wraith, 5, 2, 2
1731, nether, byg:sythian_torrids, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1732, nether, byg:sythian_torrids, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1733, nether, byg:glowstone_gardens, MONSTER, minecraft:blaze, 10, 1, 3
1734, nether, byg:glowstone_gardens, MONSTER, minecraft:magma_cube, 10, 2, 3
1735, nether, byg:glowstone_gardens, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1736, nether, byg:glowstone_gardens, MONSTER, minecraft:piglin, 40, 3, 4
1737, nether, byg:glowstone_gardens, MONSTER, minecraft:ghast, 15, 1, 1
1738, nether, byg:glowstone_gardens, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1739, nether, byg:glowstone_gardens, MONSTER, minecraft:piglin_brute, 5, 1, 2
1740, nether, byg:glowstone_gardens, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1741, nether, byg:glowstone_gardens, MONSTER, bygonenether:corpor, 5, 2, 3
1742, nether, byg:glowstone_gardens, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1743, nether, byg:glowstone_gardens, MONSTER, bygonenether:wex, 2, 3, 4
1744, nether, byg:glowstone_gardens, MONSTER, bygonenether:wraither, 5, 1, 2
1745, nether, byg:glowstone_gardens, CREATURE, quark:foxhound, 2, 1, 1
1746, nether, byg:glowstone_gardens, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1747, nether, byg:glowstone_gardens, CREATURE, infernalexp:blindsight, 10, 1, 1
1748, nether, byg:glowstone_gardens, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1749, nether, byg:glowstone_gardens, CREATURE, infernalexp:voline, 15, 2, 4
1750, nether, byg:glowstone_gardens, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1751, nether, byg:glowstone_gardens, AMBIENT, betternether:flying_pig, 15, 1, 1
1752, nether, byg:glowstone_gardens, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1753, nether, byg:glowstone_gardens, MONSTER, betternether:naga, 20, 2, 3
1754, nether, byg:glowstone_gardens, MONSTER, betternether:skull, 5, 1, 1
1755, nether, byg:glowstone_gardens, AMBIENT, betternether:firefly, 5, 1, 1
1756, nether, byg:glowstone_gardens, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1757, nether, byg:glowstone_gardens, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1758, nether, byg:glowstone_gardens, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1759, nether, byg:glowstone_gardens, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1760, nether, byg:glowstone_gardens, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1761, nether, byg:glowstone_gardens, MONSTER, quark:wraith, 5, 2, 2
1762, nether, byg:glowstone_gardens, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1763, nether, byg:glowstone_gardens, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1764, nether, byg:embur_bog, MONSTER, minecraft:blaze, 10, 1, 3
1765, nether, byg:embur_bog, MONSTER, minecraft:magma_cube, 10, 2, 3
1766, nether, byg:embur_bog, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1767, nether, byg:embur_bog, MONSTER, minecraft:piglin, 40, 3, 4
1768, nether, byg:embur_bog, MONSTER, minecraft:ghast, 15, 1, 1
1769, nether, byg:embur_bog, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1770, nether, byg:embur_bog, MONSTER, minecraft:piglin_brute, 5, 1, 2
1771, nether, byg:embur_bog, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1772, nether, byg:embur_bog, MONSTER, bygonenether:corpor, 5, 2, 3
1773, nether, byg:embur_bog, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1774, nether, byg:embur_bog, MONSTER, bygonenether:wex, 2, 3, 4
1775, nether, byg:embur_bog, MONSTER, bygonenether:wraither, 5, 1, 2
1776, nether, byg:embur_bog, CREATURE, quark:foxhound, 2, 1, 1
1777, nether, byg:embur_bog, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1778, nether, byg:embur_bog, CREATURE, infernalexp:blindsight, 10, 1, 1
1779, nether, byg:embur_bog, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1780, nether, byg:embur_bog, CREATURE, infernalexp:voline, 15, 2, 4
1781, nether, byg:embur_bog, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1782, nether, byg:embur_bog, AMBIENT, betternether:flying_pig, 15, 1, 1
1783, nether, byg:embur_bog, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1784, nether, byg:embur_bog, MONSTER, betternether:naga, 20, 2, 3
1785, nether, byg:embur_bog, MONSTER, betternether:skull, 5, 1, 1
1786, nether, byg:embur_bog, AMBIENT, betternether:firefly, 5, 1, 1
1787, nether, byg:embur_bog, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1788, nether, byg:embur_bog, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1789, nether, byg:embur_bog, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1790, nether, byg:embur_bog, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1791, nether, byg:embur_bog, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1792, nether, byg:embur_bog, MONSTER, quark:wraith, 5, 2, 2
1793, nether, byg:embur_bog, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1794, nether, byg:embur_bog, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1795, nether, byg:brimstone_caverns, MONSTER, minecraft:blaze, 10, 1, 3
1796, nether, byg:brimstone_caverns, MONSTER, minecraft:magma_cube, 10, 2, 3
1797, nether, byg:brimstone_caverns, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1798, nether, byg:brimstone_caverns, MONSTER, minecraft:piglin, 40, 3, 4
1799, nether, byg:brimstone_caverns, MONSTER, minecraft:ghast, 15, 1, 1
1800, nether, byg:brimstone_caverns, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1801, nether, byg:brimstone_caverns, MONSTER, minecraft:piglin_brute, 5, 1, 2
1802, nether, byg:brimstone_caverns, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1803, nether, byg:brimstone_caverns, MONSTER, bygonenether:corpor, 5, 2, 3
1804, nether, byg:brimstone_caverns, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1805, nether, byg:brimstone_caverns, MONSTER, bygonenether:wex, 2, 3, 4
1806, nether, byg:brimstone_caverns, MONSTER, bygonenether:wraither, 5, 1, 2
1807, nether, byg:brimstone_caverns, CREATURE, quark:foxhound, 2, 1, 1
1808, nether, byg:brimstone_caverns, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1809, nether, byg:brimstone_caverns, CREATURE, infernalexp:blindsight, 10, 1, 1
1810, nether, byg:brimstone_caverns, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1811, nether, byg:brimstone_caverns, CREATURE, infernalexp:voline, 15, 2, 4
1812, nether, byg:brimstone_caverns, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1813, nether, byg:brimstone_caverns, AMBIENT, betternether:flying_pig, 15, 1, 1
1814, nether, byg:brimstone_caverns, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1815, nether, byg:brimstone_caverns, MONSTER, betternether:naga, 20, 2, 3
1816, nether, byg:brimstone_caverns, MONSTER, betternether:skull, 5, 1, 1
1817, nether, byg:brimstone_caverns, AMBIENT, betternether:firefly, 5, 1, 1
1818, nether, byg:brimstone_caverns, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1819, nether, byg:brimstone_caverns, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1820, nether, byg:brimstone_caverns, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1821, nether, byg:brimstone_caverns, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1822, nether, byg:brimstone_caverns, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1823, nether, byg:brimstone_caverns, MONSTER, quark:wraith, 5, 2, 2
1824, nether, byg:brimstone_caverns, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1825, nether, byg:brimstone_caverns, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1826, nether, byg:crimson_gardens, MONSTER, minecraft:blaze, 10, 1, 3
1827, nether, byg:crimson_gardens, MONSTER, minecraft:magma_cube, 10, 2, 3
1828, nether, byg:crimson_gardens, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1829, nether, byg:crimson_gardens, MONSTER, minecraft:piglin, 40, 3, 4
1830, nether, byg:crimson_gardens, MONSTER, minecraft:ghast, 15, 1, 1
1831, nether, byg:crimson_gardens, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1832, nether, byg:crimson_gardens, MONSTER, minecraft:piglin_brute, 5, 1, 2
1833, nether, byg:crimson_gardens, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1834, nether, byg:crimson_gardens, MONSTER, bygonenether:corpor, 5, 2, 3
1835, nether, byg:crimson_gardens, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1836, nether, byg:crimson_gardens, MONSTER, bygonenether:wex, 2, 3, 4
1837, nether, byg:crimson_gardens, MONSTER, bygonenether:wraither, 5, 1, 2
1838, nether, byg:crimson_gardens, CREATURE, quark:foxhound, 2, 1, 1
1839, nether, byg:crimson_gardens, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1840, nether, byg:crimson_gardens, CREATURE, infernalexp:blindsight, 10, 1, 1
1841, nether, byg:crimson_gardens, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1842, nether, byg:crimson_gardens, CREATURE, infernalexp:voline, 15, 2, 4
1843, nether, byg:crimson_gardens, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1844, nether, byg:crimson_gardens, AMBIENT, betternether:flying_pig, 15, 1, 1
1845, nether, byg:crimson_gardens, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1846, nether, byg:crimson_gardens, MONSTER, betternether:naga, 20, 2, 3
1847, nether, byg:crimson_gardens, MONSTER, betternether:skull, 5, 1, 1
1848, nether, byg:crimson_gardens, AMBIENT, betternether:firefly, 5, 1, 1
1849, nether, byg:crimson_gardens, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1850, nether, byg:crimson_gardens, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1851, nether, byg:crimson_gardens, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1852, nether, byg:crimson_gardens, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1853, nether, byg:crimson_gardens, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1854, nether, byg:crimson_gardens, MONSTER, quark:wraith, 5, 2, 2
1855, nether, byg:crimson_gardens, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1856, nether, byg:crimson_gardens, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1857, nether, byg:crimson_gardens, MONSTER, alexsmobs:crimson_mosquito, 5, 2, 4

1858, nether, byg:magma_wastes, MONSTER, minecraft:blaze, 10, 1, 3
1859, nether, byg:magma_wastes, MONSTER, minecraft:magma_cube, 10, 2, 3
1860, nether, byg:magma_wastes, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1861, nether, byg:magma_wastes, MONSTER, minecraft:piglin, 40, 3, 4
1862, nether, byg:magma_wastes, MONSTER, minecraft:ghast, 15, 1, 1
1863, nether, byg:magma_wastes, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1864, nether, byg:magma_wastes, MONSTER, minecraft:piglin_brute, 5, 1, 2
1865, nether, byg:magma_wastes, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1866, nether, byg:magma_wastes, MONSTER, bygonenether:corpor, 5, 2, 3
1867, nether, byg:magma_wastes, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1868, nether, byg:magma_wastes, MONSTER, bygonenether:wex, 2, 3, 4
1869, nether, byg:magma_wastes, MONSTER, bygonenether:wraither, 5, 1, 2
1870, nether, byg:magma_wastes, CREATURE, quark:foxhound, 2, 1, 1
1871, nether, byg:magma_wastes, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1872, nether, byg:magma_wastes, CREATURE, infernalexp:blindsight, 10, 1, 1
1873, nether, byg:magma_wastes, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1874, nether, byg:magma_wastes, CREATURE, infernalexp:voline, 15, 2, 4
1875, nether, byg:magma_wastes, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1876, nether, byg:magma_wastes, AMBIENT, betternether:flying_pig, 15, 1, 1
1877, nether, byg:magma_wastes, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1878, nether, byg:magma_wastes, MONSTER, betternether:naga, 20, 2, 3
1879, nether, byg:magma_wastes, MONSTER, betternether:skull, 5, 1, 1
1880, nether, byg:magma_wastes, AMBIENT, betternether:firefly, 5, 1, 1
1881, nether, byg:magma_wastes, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1882, nether, byg:magma_wastes, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1883, nether, byg:magma_wastes, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1884, nether, byg:magma_wastes, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1885, nether, byg:magma_wastes, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1886, nether, byg:magma_wastes, MONSTER, quark:wraith, 5, 2, 2
1887, nether, byg:magma_wastes, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1888, nether, byg:magma_wastes, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1889, nether, byg:subzero_hypogeal, MONSTER, minecraft:blaze, 10, 1, 3
1890, nether, byg:subzero_hypogeal, MONSTER, minecraft:magma_cube, 10, 2, 3
1891, nether, byg:subzero_hypogeal, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1892, nether, byg:subzero_hypogeal, MONSTER, minecraft:piglin, 40, 3, 4
1893, nether, byg:subzero_hypogeal, MONSTER, minecraft:ghast, 15, 1, 1
1894, nether, byg:subzero_hypogeal, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1895, nether, byg:subzero_hypogeal, MONSTER, minecraft:piglin_brute, 5, 1, 2
1896, nether, byg:subzero_hypogeal, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1897, nether, byg:subzero_hypogeal, MONSTER, bygonenether:corpor, 5, 2, 3
1898, nether, byg:subzero_hypogeal, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1899, nether, byg:subzero_hypogeal, MONSTER, bygonenether:wex, 2, 3, 4
1900, nether, byg:subzero_hypogeal, MONSTER, bygonenether:wraither, 5, 1, 2
1901, nether, byg:subzero_hypogeal, CREATURE, quark:foxhound, 2, 1, 1
1902, nether, byg:subzero_hypogeal, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1903, nether, byg:subzero_hypogeal, CREATURE, infernalexp:blindsight, 10, 1, 1
1904, nether, byg:subzero_hypogeal, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1905, nether, byg:subzero_hypogeal, CREATURE, infernalexp:voline, 15, 2, 4
1906, nether, byg:subzero_hypogeal, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1907, nether, byg:subzero_hypogeal, AMBIENT, betternether:flying_pig, 15, 1, 1
1908, nether, byg:subzero_hypogeal, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1909, nether, byg:subzero_hypogeal, MONSTER, betternether:naga, 20, 2, 3
1910, nether, byg:subzero_hypogeal, MONSTER, betternether:skull, 5, 1, 1
1911, nether, byg:subzero_hypogeal, AMBIENT, betternether:firefly, 5, 1, 1
1912, nether, byg:subzero_hypogeal, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1913, nether, byg:subzero_hypogeal, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1914, nether, byg:subzero_hypogeal, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1915, nether, byg:subzero_hypogeal, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1916, nether, byg:subzero_hypogeal, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1917, nether, byg:subzero_hypogeal, MONSTER, quark:wraith, 5, 2, 2
1918, nether, byg:subzero_hypogeal, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1919, nether, byg:subzero_hypogeal, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1920, nether, byg:wailing_garth, MONSTER, minecraft:blaze, 10, 1, 3
1921, nether, byg:wailing_garth, MONSTER, minecraft:magma_cube, 10, 2, 3
1922, nether, byg:wailing_garth, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1923, nether, byg:wailing_garth, MONSTER, minecraft:piglin, 40, 3, 4
1924, nether, byg:wailing_garth, MONSTER, minecraft:ghast, 15, 1, 1
1925, nether, byg:wailing_garth, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1926, nether, byg:wailing_garth, MONSTER, minecraft:piglin_brute, 5, 1, 2
1927, nether, byg:wailing_garth, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1928, nether, byg:wailing_garth, MONSTER, bygonenether:corpor, 5, 2, 3
1929, nether, byg:wailing_garth, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1930, nether, byg:wailing_garth, MONSTER, bygonenether:wex, 2, 3, 4
1931, nether, byg:wailing_garth, MONSTER, bygonenether:wraither, 5, 1, 2
1932, nether, byg:wailing_garth, CREATURE, quark:foxhound, 2, 1, 1
1933, nether, byg:wailing_garth, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1934, nether, byg:wailing_garth, CREATURE, infernalexp:blindsight, 10, 1, 1
1935, nether, byg:wailing_garth, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1936, nether, byg:wailing_garth, CREATURE, infernalexp:voline, 15, 2, 4
